config,estimator,ablation_group,seed,n_steps,diverged,diverged_at_step,elbo,kl,elbo_mc_stderr,ms_per_step,nfe_per_step,cumulative_train_s,grad_norm_mean,grad_norm_p95,kwarg_MC_samples,kwarg_baseline,kwarg_temperature,kwarg_anneal_rate,kwarg_min_temperature,kwarg_mode,kwarg_ode_steps,kwarg_path,kwarg_ode_solver,kwarg_rtol,kwarg_atol,unstable
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,3,5000,False,,-0.07143765687942505,0.07143765687942505,0.003973315004259348,12.380577916791662,,61.90288958395831,0.3211612054563551,0.641964316368103,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,3,10000,False,,-0.030011532828211784,0.030011532828211784,0.002766853431239724,12.599522633396555,,125.99522633396555,0.3211612054563551,0.641964316368103,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,5,200,False,,-1.5284141302108765,1.5284141302108765,0.054657720029354095,12.139068334945478,,2.4278136669890955,0.28202113972669685,0.46368834376335144,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,5,500,False,,-0.5962998270988464,0.5962998270988464,0.031278979033231735,11.861241000005975,,5.930620500002988,0.28202113972669685,0.46368834376335144,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,5,1000,False,,-0.47513386607170105,0.47513386607170105,0.021781982854008675,12.03573166707065,,12.03573166707065,0.28202113972669685,0.46368834376335144,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,5,2000,False,,-0.18178187310695648,0.18178187310695648,0.005947446450591087,12.101892604026943,,24.203785208053887,0.28202113972669685,0.46368834376335144,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,5,5000,False,,-0.04472874477505684,0.04472874477505684,0.003204796463251114,12.855022016610018,,64.2751100830501,0.28202113972669685,0.46368834376335144,1024,,,,,,,,,,,False
Exact Marginalization (MC=1024),marginal_estimator,exact_marg,5,10000,False,,-0.03863217681646347,0.03863217681646347,0.002590938936918974,12.877433883305638,,128.7743388330564,0.28202113972669685,0.46368834376335144,1024,,,,,,,,,,,False
Score Function,score_function,score_function,2,200,False,,-4.38284969329834,4.38284969329834,0.202750563621521,3.413577500032261,,0.6827155000064522,0.973360032451092,2.7661211490631104,256,none,,,,,,,,,,False
Score Function,score_function,score_function,2,500,False,,-1.3010691404342651,1.3010691404342651,0.07988139986991882,3.437445831950754,,1.718722915975377,0.973360032451092,2.7661211490631104,256,none,,,,,,,,,,False
Score Function,score_function,score_function,2,1000,False,,-0.5004280209541321,0.5004280209541321,0.028217047452926636,3.33707000000868,,3.33707000000868,0.973360032451092,2.7661211490631104,256,none,,,,,,,,,,False
Score Function,score_function,score_function,2,2000,False,,-0.181185781955719,0.181185781955719,0.012640117667615414,3.2525098329642788,,6.5050196659285575,0.973360032451092,2.7661211490631104,256,none,,,,,,,,,,False
Score Function,score_function,score_function,2,5000,False,,-0.08724501729011536,0.08724501729011536,0.004223248455673456,3.1955230582039804,,15.977615291019902,0.973360032451092,2.7661211490631104,256,none,,,,,,,,,,False
Score Function,score_function,score_function,2,10000,False,,-0.09495099633932114,0.09495099633932114,0.004425766412168741,3.2196253207977863,,32.19625320797786,0.973360032451092,2.7661211490631104,256,none,,,,,,,,,,False
Score Function,score_function,score_function,1,200,False,,-3.8241591453552246,3.8241591453552246,0.1917589157819748,3.2715539552737027,,0.6543107910547405,0.8250792476661193,2.361635208129883,256,none,,,,,,,,,,False
Score Function,score_function,score_function,1,500,False,,-1.1655545234680176,1.1655545234680176,0.07384209334850311,3.381923000095412,,1.690961500047706,0.8250792476661193,2.361635208129883,256,none,,,,,,,,,,False
Score Function,score_function,score_function,1,1000,False,,-0.4514768123626709,0.4514768123626709,0.024840423837304115,3.2941356250084937,,3.2941356250084937,0.8250792476661193,2.361635208129883,256,none,,,,,,,,,,False
Score Function,score_function,score_function,1,2000,False,,-0.17580938339233398,0.17580938339233398,0.0069432430900633335,3.225047291489318,,6.450094582978636,0.8250792476661193,2.361635208129883,256,none,,,,,,,,,,False
Score Function,score_function,score_function,1,5000,False,,-0.05068805813789368,0.05068805813789368,0.0026930258609354496,3.2071669331984594,,16.035834665992297,0.8250792476661193,2.361635208129883,256,none,,,,,,,,,,False
Score Function,score_function,score_function,1,10000,False,,-0.042223431169986725,0.042223431169986725,0.002950763562694192,3.3100713041028937,,33.10071304102894,0.8250792476661193,2.361635208129883,256,none,,,,,,,,,,False
Score Function,score_function,score_function,4,200,False,,-4.055879592895508,4.055879592895508,0.15965920686721802,3.591379795107059,,0.7182759590214118,0.8800537080465168,2.2497808933258057,256,none,,,,,,,,,,False
Score Function,score_function,score_function,4,500,False,,-0.9697803258895874,0.9697803258895874,0.04355204850435257,3.436448668129742,,1.718224334064871,0.8800537080465168,2.2497808933258057,256,none,,,,,,,,,,False
Score Function,score_function,score_function,4,1000,False,,-0.3971247375011444,0.3971247375011444,0.027503306046128273,3.372825084021315,,3.372825084021315,0.8800537080465168,2.2497808933258057,256,none,,,,,,,,,,False
Score Function,score_function,score_function,4,2000,False,,-0.23052172362804413,0.23052172362804413,0.015666963532567024,3.2581196459941566,,6.516239291988313,0.8800537080465168,2.2497808933258057,256,none,,,,,,,,,,False
